X (meters),Y (meters),Z (meters)
2066208.3580479752,733998.549143912,5986675.310204013
2066209.7529493005,733999.3545451956,5986674.726118546
2066211.1488290878,734000.1602945154,5986674.141649647
2066212.5691770532,734000.8971653437,5986673.557180326
2066213.965056224,734001.7029152843,5986672.972710583
2066215.360935072,734002.5086655584,5986672.388240414
2066216.7568135993,734003.3144161666,5986671.803769825
2066217.4303482021,734003.7859902724,5986671.511534372
2066219.5730383175,734004.8570393244,5986670.6348273745
2066220.9679371212,734005.6624431828,5986670.050738524
2066221.6170025014,734006.2028970333,5986669.758502436
2066223.7841600392,734007.2050681085,5986668.881793534
2066224.40875628,734007.8144016776,5986668.589557024
2066225.8291014412,734008.5512752328,5986668.005083683
2066227.224977552,734009.3570283422,5986667.420609919
2066228.645322148,734010.0939024244,5986666.836135732
2066230.0167288089,734010.9685355627,5986666.25166112
2066231.4370728144,734011.705410219,5986665.667186088
2066232.8319688814,734012.5108169118,5986665.083093643
2066234.2278434113,734013.3165716436,5986664.498617762
2066235.6237176165,734014.122326708,5986663.91414146
2066236.2972496995,734014.5939036694,5986663.62190315
2066238.439934054,734015.6649581502,5986662.745187585
2066239.088996769,734016.2054152257,5986662.4529488515
2066240.48481291,734017.0111512871,5986661.868307279
2066242.6520219578,734018.0133473795,5986660.991753599
2066243.3010271364,734018.5537849956,5986660.699350441
2066244.6959204664,734019.3591945228,5986660.115254401
2066246.0917922573,734020.1649520894,5986659.530774926
2066247.5121328942,734020.9018299998,5986658.946295026
2066248.9080040674,734021.7075881868,5986658.361814704
2066250.3038749185,734022.5133467073,5986657.777333958
2066251.6997454474,734023.3191055617,5986657.192852789
2066253.0956156543,734024.1248647493,5986656.608371196
2066253.7446761155,734024.665324552,5986656.316130242
2066255.139567006,734025.4707366271,5986655.7320310315
2066257.3067149164,734026.4729162918,5986654.855306897
2066257.9557747513,734027.0133768519,5986654.563065308
2066259.3515866138,734027.8191173848,5986653.978418147
2066260.7474550242,734028.6248784543,5986653.3939342275
2066262.1677925603,734029.3617593781,5986652.809449885
2066263.5636603518,734030.1675210675,5986652.224965119
2066264.9595278215,734030.973283091,5986651.640479932
2066266.3553949697,734031.7790454478,5986651.05599432
2066267.7747525703,734032.5155797657,5986650.471891301
2066268.399469337,734033.1245623294,5986650.1796481265
2066270.5664853102,734034.1271060541,5986649.302917964
2066271.9623511962,734034.9328696987,5986648.718430658
2066272.611408777,734035.4733329859,5986648.4261868475
2066274.007274128,734036.2790972241,5986647.841698908
2066275.4032672697,734037.0845011626,5986647.257210546
2066276.8234735932,734037.8217457337,5986646.67272176
2066278.2183592254,734038.6271632182,5986646.088615572
2066279.6142233147,734039.4329287442,5986645.504125941
2066281.010215195,734040.2383339691,5986644.919635885
2066282.430420361,734040.9755796419,5986644.335145406
2066283.826283512,734041.7813461225,5986643.7506545065
2066285.2222032084,734042.5871331388,5986643.166326845
2066286.6425356271,734043.3240189911,5986642.581835098
2066287.2915909735,734043.8644849843,5986642.289589064
2066289.4342597264,734044.9355541937,5986641.4128503315
2066290.0823358647,734045.475672997,5986641.1209869
2066291.5026672275,734046.2125599019,5986640.536493671
2066292.898528284,734047.0183285502,5986639.952000019
2066294.2943890176,734047.8240975318,5986639.367505944
2066295.6902494296,734048.6298668472,5986638.783011448
2066297.1106365486,734049.3667750709,5986638.198680315
2066298.4820974038,734050.2410458416,5986637.614021182
2066299.9023558157,734050.9783152764,5986637.029689203
2066301.2972361916,734051.7837381706,5986636.445576037
2066301.9707594947,734052.2553250848,5986636.153327784
2066304.0890816436,734053.3949197397,5986635.276582387
2066304.7624764561,734053.8668677188,5986634.984333711
2066306.1583344522,734054.6726395356,5986634.399836038
2066308.3009974444,734055.7437141743,5986633.523088738
2066308.9500494797,734056.2841841708,5986633.230839426
2066310.3703199683,734057.0210546848,5986632.646176698
2066311.766233617,734057.8268480081,5986632.061841121
2066313.1610543428,734058.6322535182,5986631.477560573
2066314.5569104343,734059.4380272904,5986630.893060363
2066315.2304319527,734059.9096162295,5986630.600810098
2066317.3731490672,734060.9807137348,5986629.724222461
2066318.7690042204,734061.7864884614,5986629.139720979
2066319.418054646,734062.3269604059,5986628.847470081
2066320.8383798338,734063.0638532912,5986628.262967967
2066322.9566958628,734064.2034540006,5986627.386214002
2066323.6300881526,734064.6754048385,5986627.09396247
2066325.0249630553,734065.4808334016,5986626.509842114
2066326.4452870868,734066.2177273874,5986625.925338307
2066327.8167975608,734067.0920263077,5986625.340834078
2066329.2369928828,734067.82928151,5986624.756329425
2066329.8860416985,734068.3697554024,5986624.464076938
2066332.0286973927,734069.4408369678,5986623.587318847
2066333.4246772826,734070.2462545533,5986623.002812924
2066334.0980112487,734070.718186773,5986622.710396016
2066336.2396869168,734071.7889217769,5986621.834019053
2066337.635537748,734072.59470096,5986621.249511861
2066338.2845852931,734073.1351763888,5986620.957258105
2066339.7049065207,734073.8720731018,5986620.3727502795
2066341.1007565202,734074.6778531651,5986619.78824203
2066342.4966061972,734075.4836335619,5986619.203733356
2066343.8924555527,734076.2894142927,5986618.619224261
2066344.5659731445,734076.7610076873,5986618.326969551
2066346.7086243634,734077.8320934583,5986617.450204797
2066348.079151037,734078.7060501279,5986616.866077465
2066348.7525399441,734079.1780048076,5986616.573822123
2066350.919661018,734080.1802083636,5986615.697055466
2066351.5443635026,734080.7892090509,5986615.4047997
2066352.9645538044,734081.526469137,5986614.820287853
2066354.3604007447,734082.3322523694,5986614.235775583
2066355.7807186018,734083.0691523359,5986613.65126289
2066357.1522217805,734083.9434591874,5986613.066749774
2066358.5724109272,734084.6807203759,5986612.4822362345
2066359.9673347494,734085.4861774016,5986611.898269096
2066361.3631231918,734086.291942036,5986611.313590923
2066362.7590963496,734087.0973665752,5986610.729076114
2066363.4324832982,734087.5693234733,5986610.436818551
2066365.575128756,734088.640414673,5986609.560045227
2066366.224172026,734089.180895275,5986609.267787241
2066367.6200159066,734089.9866816761,5986608.683270952
2066369.0403309595,734090.7235843694,5986608.098754238
2066370.4351954546,734091.5290236775,5986607.514620142
2066371.831038396,734092.3348110327,5986606.930102582
2066373.251352588,734093.0717145398,5986606.345584599
2066374.6471949127,734093.877502516,5986605.761066195
2066376.043036916,734094.683290826,5986605.176547364
2066377.438878597,734095.4890794695,5986604.592028113
2066378.1123917117,734095.9606779354,5986604.299768329
2066380.2550326956,734097.0317733412,5986603.422988339
2066380.9040737303,734097.5722566489,5986603.130728133
2066382.2989924045,734098.3777190109,5986602.546754229
2066384.4660469685,734099.3799108643,5986601.669808548
2066385.0906155752,734099.989279506,5986601.3775477065
2066386.4865832601,734100.7947097115,5986600.793025703
2066387.9068231434,734101.5319971048,5986600.208667067
2066389.3270770512,734102.2688836462,5986599.623980429
2066390.6984437923,734103.1435601757,5986599.039457157
2066392.1187540244,734103.8804675111,5986598.4549334645
2066393.5136701767,734104.685932448,5986597.870956176
2066394.9095078583,734105.4917252142,5986597.286431635
2066395.5585466388,734106.0322112485,5986596.994169207
2066396.9788558127,734106.7691196353,5986596.409644031
2066399.121491035,734107.84022047,5986595.532855473
2066399.7705291894,734108.3807072619,5986595.24059241
2066401.1663653946,734109.1865015758,5986594.656065965
2066402.5866734139,734109.9234110637,5986594.0715390965
2066403.9825090016,734110.7292059981,5986593.487011805
2066405.3773655018,734111.5346535495,5986592.902867135
2066406.773200447,734112.3404491514,5986592.318338998
2066408.1935073084,734113.0773597398,5986591.733810437
2066409.5893416351,734113.8831559619,5986591.149281453
2066410.2383781797,734114.4236447017,5986590.857016803
2066411.6586842786,734115.160556055,5986590.272487184
2066413.8013150287,734116.2316610966,5986589.395691964
2066414.4258785832,734116.8410361487,5986589.103426677
2066415.8461837983,734117.5779483637,5986588.518895789
2066417.265509976,734118.3145131008,5986587.934747526
2066418.6613422097,734119.1203114908,5986587.350215792
2066420.0327016548,734119.9949959572,5986586.765683634
2066420.7062090568,734120.4666009027,5986586.473417398
2066422.126456025,734121.2034941884,5986585.888720817
2066424.2446679242,734122.343508388,5986585.012084623
2066424.9181747786,734122.8151139505,5986584.719817751
2066426.3140052136,734123.6209142219,5986584.135283689
2066428.4801253176,734124.622789801,5986583.258864853
2066429.1046863573,734125.2321680479,5986582.966597346
2066430.524988496,734125.9690832291,5986582.382062014
2066431.9208176695,734126.774884788,5986581.797526261
2066433.3165896062,734127.5806664608,5986581.212826296
2066434.7124181364,734128.3864686869,5986580.628289697
2066435.3859804983,734128.8580960688,5986580.336185024
2066436.781751602,734129.6638786214,5986579.751484001
2066438.9243746216,734130.734990996,5986578.8746773545
2066439.596900758,734131.2062510562,5986578.5827913135
2066440.9927278387,734132.0120547832,5986577.99825281
2066442.3885545975,734132.8178588441,5986577.413713882
2066443.7843810343,734133.6236632384,5986576.829174532
2066445.2046800975,734134.3605813858,5986576.244634757
2066446.6005059183,734135.1663864012,5986575.66009456
2066447.2495937082,734135.706902222,5986575.36798809
2066449.3921565902,734136.7779974316,5986574.4910128955
2066450.0657169968,734137.2496270299,5986574.1989060035
2066451.4605629018,734138.0550855394,5986573.614747379
2066452.8563303282,734138.860871881,5986573.030041491
2066454.27668439,734139.5978121149,5986572.445662755
2066455.672508116,734140.4036192979,5986571.861119807
2066457.0683315198,734141.2094268146,5986571.276576435
2066457.741833976,734141.6810373644,5986570.98430459
2066458.4153363234,734142.1526480436,5986570.692032643
2066459.8355041319,734142.8899299178,5986570.107488424
2066461.2802730561,734143.5579642499,5986569.5229437845
2066461.2313265423,734143.6957384815,5986569.5229437845
2066461.9048284194,734144.1673496936,5986569.230671305
2066462.6262980034,734144.5008389928,5986568.938781777
2066462.6018247164,734144.5697261537,5986568.938781777
2066463.3240879455,734144.9039036792,5986568.6463453015
2066463.2996146448,734144.9727908635,5986568.6463453015
2066463.2752694746,734145.0413173812,5986568.6463453015
